Depth (m),400,395,390,385,380,375,370,365,360,355,350,345,340,335,330,325,320,315,310,305,300,295,290,285,280,275,273.16,270,265,260,255,250,245,240,235,230,225,220,215,210,205,200,195,190,185,180,175,170,165,160,155,150,145,140,135,130,125,120,115,110,105,100,95,90,85,80,75,70,65,60,55,50,45,40
0,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10,3E-10
0.1,245913.9554,210747.392,179798.8537,152676.6799,129012.2471,108459.8119,90696.28106,75420.90282,62354.87904,51240.89531,41842.56951,33943.81936,27348.15137,21877.87465,17373.24474,13691.54395,10706.10614,8305.295288,6391.448351,4879.793836,3697.358515,2781.874903,2080.702413,1549.774745,1152.585458,859.2226167,773.1194937,630.6632106,466.9654454,356.6535694,283.7959791,236.8017297,206.7947594,188.0588798,176.5815824,169.7227497,165.7122089,163.4237076,162.1558578,161.4705573,161.11266,160.9316569,160.8430625,160.8014614,160.7826227,160.7744971,160.7711438,160.7698315,160.7693475,160.7691793,160.7691246,160.7691081,160.7691035,160.7691024,160.7691021,160.769102,160.769102,160.769102,160.769102,160.769102,160.769102,160.769102,160.769102,160.769102,160.769102,160.769102,160.769102,160.769102,160.769102,160.769102,160.769102,160.769102,160.769102,160.769102
0.2,246093.5744,210927.0109,179978.4726,152856.2989,129191.8661,108639.4309,90875.90002,75600.52177,62534.49799,51420.51427,42022.18847,34123.43832,27527.77033,22057.49361,17552.8637,13871.16291,10885.72509,8484.914243,6571.067306,5059.412792,3876.97747,2961.493858,2260.321368,1729.3937,1332.204413,1038.841572,952.738449,810.2821659,646.5844006,536.2725246,463.4149344,416.420685,386.4137146,367.6778351,356.2005377,349.3417049,345.3311641,343.0426628,341.7748131,341.0895126,340.7316152,340.5506122,340.4620178,340.4204166,340.401578,340.3934524,340.390099,340.3887867,340.3883027,340.3881345,340.3880799,340.3880634,340.3880588,340.3880576,340.3880573,340.3880573,340.3880573,340.3880573,340.3880573,340.3880573,340.3880573,340.3880573,340.3880573,340.3880573,340.3880573,340.3880573,340.3880573,340.3880573,340.3880573,340.3880573,340.3880573,340.3880573,340.3880573,340.3880573
0.3,246290.2991,211123.7357,180175.1974,153053.0237,129388.5908,108836.1557,91072.62477,75797.24653,62731.22275,51617.23903,42218.91322,34320.16307,27724.49508,22254.21836,17749.58846,14067.88766,11082.44985,8681.639001,6767.792064,5256.13755,4073.702228,3158.218616,2457.046126,1926.118458,1528.929171,1235.56633,1149.463207,1007.006924,843.3091587,732.9972827,660.1396924,613.145443,583.1384727,564.4025931,552.9252957,546.066463,542.0559222,539.7674209,538.4995711,537.8142706,537.4563733,537.2753702,537.1867758,537.1451747,537.126336,537.1182104,537.1148571,537.1135448,537.1130608,537.1128926,537.1128379,537.1128214,537.1128168,537.1128157,537.1128154,537.1128153,537.1128153,537.1128153,537.1128153,537.1128153,537.1128153,537.1128153,537.1128153,537.1128153,537.1128153,537.1128153,537.1128153,537.1128153,537.1128153,537.1128153,537.1128153,537.1128153,537.1128153,537.1128153
0.4,246502.547,211335.9836,180387.4452,153265.2715,129600.8387,109048.4035,91284.87265,76009.49441,62943.47063,51829.4869,42431.1611,34532.41095,27936.74296,22466.46624,17961.83633,14280.13554,11294.69772,8893.886877,6980.03994,5468.385425,4285.950104,3370.466492,2669.294002,2138.366334,1741.177047,1447.814206,1361.711083,1219.2548,1055.557034,945.2451583,872.387568,825.3933187,795.3863483,776.6504688,765.1731714,758.3143386,754.3037978,752.0152965,750.7474468,750.0621463,749.7042489,749.5232458,749.4346515,749.3930503,749.3742117,749.3660861,749.3627327,749.3614204,749.3609364,749.3607682,749.3607136,749.3606971,749.3606925,749.3606913,749.360691,749.360691,749.360691,749.360691,749.360691,749.360691,749.360691,749.360691,749.360691,749.360691,749.360691,749.360691,749.360691,749.360691,749.360691,749.360691,749.360691,749.360691,749.360691,749.360691
0.5,246728.8817,211562.3183,180613.78,153491.6063,129827.1735,109274.7383,91511.20739,76235.82915,63169.80537,52055.82165,42657.49584,34758.74569,28163.0777,22692.80098,18188.17108,14506.47028,11521.03247,9120.22162,7206.374683,5694.720169,4512.284847,3596.801235,2895.628745,2364.701077,1967.51179,1674.148949,1588.045826,1445.589543,1281.891778,1171.579902,1098.722311,1051.728062,1021.721092,1002.985212,991.5079147,984.6490819,980.6385411,978.3500398,977.0821901,976.3968896,976.0389922,975.8579891,975.7693948,975.7277936,975.708955,975.7008294,975.697476,975.6961637,975.6956797,975.6955115,975.6954569,975.6954404,975.6954358,975.6954346,975.6954343,975.6954343,975.6954343,975.6954343,975.6954343,975.6954343,975.6954343,975.6954343,975.6954343,975.6954343,975.6954343,975.6954343,975.6954343,975.6954343,975.6954343,975.6954343,975.6954343,975.6954343,975.6954343,975.6954343
0.6,246968,211801.4366,180852.8982,153730.7245,130066.2917,109513.8565,91750.32564,76474.9474,63408.92362,52294.93989,42896.61409,34997.86394,28402.19595,22931.91923,18427.28932,14745.58853,11760.15072,9359.339868,7445.49293,5933.838416,4751.403095,3835.919483,3134.746992,2603.819325,2206.630038,1913.267197,1827.164074,1684.70779,1521.010025,1410.698149,1337.840559,1290.84631,1260.839339,1242.10346,1230.626162,1223.76733,1219.756789,1217.468287,1216.200438,1215.515137,1215.15724,1214.976237,1214.887642,1214.846041,1214.827203,1214.819077,1214.815724,1214.814411,1214.813927,1214.813759,1214.813704,1214.813688,1214.813683,1214.813682,1214.813682,1214.813682,1214.813682,1214.813682,1214.813682,1214.813682,1214.813682,1214.813682,1214.813682,1214.813682,1214.813682,1214.813682,1214.813682,1214.813682,1214.813682,1214.813682,1214.813682,1214.813682,1214.813682,1214.813682
0.7,247218.719,212052.1555,181103.6172,153981.4435,130317.0107,109764.5755,92001.04462,76725.66638,63659.6426,52545.65887,43147.33307,35248.58292,28652.91493,23182.63821,18678.0083,14996.30751,12010.8697,9610.058848,7696.211911,6184.557396,5002.122075,4086.638463,3385.465972,2854.538305,2457.349018,2163.986177,2077.883054,1935.426771,1771.729005,1661.417129,1588.559539,1541.56529,1511.558319,1492.82244,1481.345142,1474.48631,1470.475769,1468.187267,1466.919418,1466.234117,1465.87622,1465.695217,1465.606622,1465.565021,1465.546183,1465.538057,1465.534704,1465.533391,1465.532907,1465.532739,1465.532685,1465.532668,1465.532663,1465.532662,1465.532662,1465.532662,1465.532662,1465.532662,1465.532662,1465.532662,1465.532662,1465.532662,1465.532662,1465.532662,1465.532662,1465.532662,1465.532662,1465.532662,1465.532662,1465.532662,1465.532662,1465.532662,1465.532662,1465.532662
0.8,247479.9653,212313.4019,181364.8636,154242.6899,130578.2571,110025.8219,92262.291,76986.91275,63920.88897,52806.90525,43408.57945,35509.8293,28914.16131,23443.88459,18939.25468,15257.55388,12272.11607,9871.305222,7957.458285,6445.803771,5263.368449,4347.884837,3646.712347,3115.784679,2718.595392,2425.232551,2339.129428,2196.673145,2032.97538,1922.663504,1849.805914,1802.811664,1772.804694,1754.068814,1742.591517,1735.732684,1731.722143,1729.433642,1728.165792,1727.480492,1727.122594,1726.941591,1726.852997,1726.811396,1726.792557,1726.784432,1726.781078,1726.779766,1726.779282,1726.779114,1726.779059,1726.779043,1726.779038,1726.779037,1726.779036,1726.779036,1726.779036,1726.779036,1726.779036,1726.779036,1726.779036,1726.779036,1726.779036,1726.779036,1726.779036,1726.779036,1726.779036,1726.779036,1726.779036,1726.779036,1726.779036,1726.779036,1726.779036,1726.779036
